slid,sid,r_origin_rarity,r_origin_s_name,r_origin_power_rate,r_goal_powerate,lv,r_dragon,t_name,r_chance_type,r_count_power_rate,col_01,mod_01,val_01,t_desc,col_02,mod_02,val_02,col_03,mod_03,val_03,col_04,mod_04,val_04,col_05,mod_05,val_05
20872104,208721,legend,패시브 1,,,4,땅 아이리스(H),변신,under_self_hp,,add_option_time_1,add,1,무적 시간 3초 증가,,,,,,,,,,,,
20872105,208721,legend,패시브 1,,,5,땅 아이리스(H),변신,under_self_hp,,add_option_time_1,add,2,무적 시간 5초 증가,,,,,,,,,,,,
20873101,208731,legend,패시브 2,,,1,땅 아이리스(H),파괴의 손길,indie_time,,,,,강화 효과 없음,,,,,,,,,,,,
20873102,208731,legend,패시브 2,,,2,땅 아이리스(H),파괴의 손길,indie_time,,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
20873103,208731,legend,패시브 2,,,3,땅 아이리스(H),파괴의 손길,indie_time,,chance_value,add,-1,재사용 시간 2초 감소,,,,,,,,,,,,
20873104,208731,legend,패시브 2,,,4,땅 아이리스(H),파괴의 손길,indie_time,,chance_value,add,-1,재사용 시간 3초 감소,,,,,,,,,,,,
20873105,208731,legend,패시브 2,,,5,땅 아이리스(H),파괴의 손길,indie_time,,chance_value,add,-2,재사용 시간 5초 감소,,,,,,,,,,,,
20875101,208751,legend,드래그 스킬,432,216,1,땅 아이리스(D),파멸의 용언,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20875102,208751,legend,드래그 스킬,432,216,2,땅 아이리스(D),파멸의 용언,active,5,power_rate,add,43,스킬의 피해량 10% 증가,,,,,,,,,,,,
20875103,208751,legend,드래그 스킬,432,216,3,땅 아이리스(D),파멸의 용언,active,5,power_rate,add,43,스킬의 피해량 20% 증가,,,,,,,,,,,,
20875104,208751,legend,드래그 스킬,432,216,4,땅 아이리스(D),파멸의 용언,active,5,power_rate,add,43,스킬의 피해량 30% 증가,,,,,,,,,,,,
20875105,208751,legend,드래그 스킬,432,216,5,땅 아이리스(D),파멸의 용언,active,2.5,power_rate,add,86,스킬의 피해량 50% 증가,,,,,,,,,,,,
20876101,208761,legend,패시브 1,288,144,1,땅 아이리스(D),파멸의 폭풍,indie_time_short,5,,,,강화 효과 없음,,,,,,,,,,,,
20876102,208761,legend,패시브 1,288,144,2,땅 아이리스(D),파멸의 폭풍,indie_time_short,5,power_rate,add,29,스킬의 피해량 10% 증가,,,,,,,,,,,,
20876103,208761,legend,패시브 1,288,144,3,땅 아이리스(D),파멸의 폭풍,indie_time_short,5,power_rate,add,29,스킬의 피해량 20% 증가,,,,,,,,,,,,
20876104,208761,legend,패시브 1,288,144,4,땅 아이리스(D),파멸의 폭풍,indie_time_short,5,power_rate,add,29,스킬의 피해량 30% 증가,,,,,,,,,,,,
20876105,208761,legend,패시브 1,288,144,5,땅 아이리스(D),파멸의 폭풍,indie_time_short,2.5,power_rate,add,58,스킬의 피해량 50% 증가,,,,,,,,,,,,
20877101,208771,legend,패시브 2,,,1,땅 아이리스(D),파멸의 손길,indie_time,,,,,강화 효과 없음,,,,,,,,,,,,
20877102,208771,legend,패시브 2,,,2,땅 아이리스(D),파멸의 손길,indie_time,,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
20877103,208771,legend,패시브 2,,,3,땅 아이리스(D),파멸의 손길,indie_time,,chance_value,add,-1,재사용 시간 2초 감소,,,,,,,,,,,,
20877104,208771,legend,패시브 2,,,4,땅 아이리스(D),파멸의 손길,indie_time,,chance_value,add,-1,재사용 시간 3초 감소,,,,,,,,,,,,
20877105,208771,legend,패시브 2,,,5,땅 아이리스(D),파멸의 손길,indie_time,,chance_value,add,-2,재사용 시간 5초 감소,,,,,,,,,,,,
20871201,208712,legend,드래그 스킬,432,216,1,물 아이리스(H),파괴의 용언,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20871202,208712,legend,드래그 스킬,432,216,2,물 아이리스(H),파괴의 용언,active,5,power_rate,add,43,스킬의 피해량 10% 증가,,,,,,,,,,,,
20871203,208712,legend,드래그 스킬,432,216,3,물 아이리스(H),파괴의 용언,active,5,power_rate,add,43,스킬의 피해량 20% 증가,,,,,,,,,,,,
20871204,208712,legend,드래그 스킬,432,216,4,물 아이리스(H),파괴의 용언,active,5,power_rate,add,43,스킬의 피해량 30% 증가,,,,,,,,,,,,
20871205,208712,legend,드래그 스킬,432,216,5,물 아이리스(H),파괴의 용언,active,2.5,power_rate,add,86,스킬의 피해량 50% 증가,,,,,,,,,,,,
20872201,208722,legend,패시브 1,,,1,물 아이리스(H),변신,under_self_hp,,,,,강화 효과 없음,,,,,,,,,,,,
20872202,208722,legend,패시브 1,,,2,물 아이리스(H),변신,under_self_hp,,add_option_time_1,add,1,무적 시간 1초 증가,,,,,,,,,,,,
20872203,208722,legend,패시브 1,,,3,물 아이리스(H),변신,under_self_hp,,add_option_time_1,add,1,무적 시간 2초 증가,,,,,,,,,,,,
20872204,208722,legend,패시브 1,,,4,물 아이리스(H),변신,under_self_hp,,add_option_time_1,add,1,무적 시간 3초 증가,,,,,,,,,,,,
20872205,208722,legend,패시브 1,,,5,물 아이리스(H),변신,under_self_hp,,add_option_time_1,add,2,무적 시간 5초 증가,,,,,,,,,,,,
20873201,208732,legend,패시브 2,,,1,물 아이리스(H),파괴의 손길,basic_rate,,,,,강화 효과 없음,,,,,,,,,,,,
20873202,208732,legend,패시브 2,,,2,물 아이리스(H),파괴의 손길,basic_rate,,chance_value,add,1,발동 확률 1% 증가,,,,,,,,,,,,
20873203,208732,legend,패시브 2,,,3,물 아이리스(H),파괴의 손길,basic_rate,,chance_value,add,1,발동 확률 2% 증가,,,,,,,,,,,,
20873204,208732,legend,패시브 2,,,4,물 아이리스(H),파괴의 손길,basic_rate,,chance_value,add,1,발동 확률 3% 증가,,,,,,,,,,,,
20873205,208732,legend,패시브 2,,,5,물 아이리스(H),파괴의 손길,basic_rate,,chance_value,add,2,발동 확률 5% 증가,,,,,,,,,,,,
20875201,208752,legend,드래그 스킬,432,216,1,물 아이리스(D),파멸의 용언,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20875202,208752,legend,드래그 스킬,432,216,2,물 아이리스(D),파멸의 용언,active,5,power_rate,add,43,스킬의 피해량 10% 증가,,,,,,,,,,,,
20875203,208752,legend,드래그 스킬,432,216,3,물 아이리스(D),파멸의 용언,active,5,power_rate,add,43,스킬의 피해량 20% 증가,,,,,,,,,,,,
20875204,208752,legend,드래그 스킬,432,216,4,물 아이리스(D),파멸의 용언,active,5,power_rate,add,43,스킬의 피해량 30% 증가,,,,,,,,,,,,
20875205,208752,legend,드래그 스킬,432,216,5,물 아이리스(D),파멸의 용언,active,2.5,power_rate,add,86,스킬의 피해량 50% 증가,,,,,,,,,,,,
20876201,208762,legend,패시브 1,288,144,1,물 아이리스(D),파멸의 폭풍,indie_time_short,5,,,,강화 효과 없음,,,,,,,,,,,,
20876202,208762,legend,패시브 1,288,144,2,물 아이리스(D),파멸의 폭풍,indie_time_short,5,power_rate,add,29,스킬의 피해량 10% 증가,,,,,,,,,,,,
20876203,208762,legend,패시브 1,288,144,3,물 아이리스(D),파멸의 폭풍,indie_time_short,5,power_rate,add,29,스킬의 피해량 20% 증가,,,,,,,,,,,,
20876204,208762,legend,패시브 1,288,144,4,물 아이리스(D),파멸의 폭풍,indie_time_short,5,power_rate,add,29,스킬의 피해량 30% 증가,,,,,,,,,,,,
20876205,208762,legend,패시브 1,288,144,5,물 아이리스(D),파멸의 폭풍,indie_time_short,2.5,power_rate,add,58,스킬의 피해량 50% 증가,,,,,,,,,,,,
20877201,208772,legend,패시브 2,,,1,물 아이리스(D),파멸의 손길,basic_rate,,,,,강화 효과 없음,,,,,,,,,,,,
20877202,208772,legend,패시브 2,,,2,물 아이리스(D),파멸의 손길,basic_rate,,chance_value,add,1,발동 확률 1% 증가,,,,,,,,,,,,
20877203,208772,legend,패시브 2,,,3,물 아이리스(D),파멸의 손길,basic_rate,,chance_value,add,1,발동 확률 2% 증가,,,,,,,,,,,,
20877204,208772,legend,패시브 2,,,4,물 아이리스(D),파멸의 손길,basic_rate,,chance_value,add,1,발동 확률 3% 증가,,,,,,,,,,,,
20877205,208772,legend,패시브 2,,,5,물 아이리스(D),파멸의 손길,basic_rate,,chance_value,add,2,발동 확률 5% 증가,,,,,,,,,,,,
20871401,208714,legend,드래그 스킬,432,216,1,빛 아이리스(H),파괴의 용언,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20871402,208714,legend,드래그 스킬,432,216,2,빛 아이리스(H),파괴의 용언,active,5,power_rate,add,43,스킬의 피해량 10% 증가,,,,,,,,,,,,
20871403,208714,legend,드래그 스킬,432,216,3,빛 아이리스(H),파괴의 용언,active,5,power_rate,add,43,스킬의 피해량 20% 증가,,,,,,,,,,,,
20871404,208714,legend,드래그 스킬,432,216,4,빛 아이리스(H),파괴의 용언,active,5,power_rate,add,43,스킬의 피해량 30% 증가,,,,,,,,,,,,
20871405,208714,legend,드래그 스킬,432,216,5,빛 아이리스(H),파괴의 용언,active,2.5,power_rate,add,86,스킬의 피해량 50% 증가,,,,,,,,,,,,
20872401,208724,legend,패시브 1,,,1,빛 아이리스(H),변신,under_self_hp,,,,,강화 효과 없음,,,,,,,,,,,,
20872402,208724,legend,패시브 1,,,2,빛 아이리스(H),변신,under_self_hp,,add_option_time_1,add,1,무적 시간 1초 증가,,,,,,,,,,,,
20872403,208724,legend,패시브 1,,,3,빛 아이리스(H),변신,under_self_hp,,add_option_time_1,add,1,무적 시간 2초 증가,,,,,,,,,,,,
20872404,208724,legend,패시브 1,,,4,빛 아이리스(H),변신,under_self_hp,,add_option_time_1,add,1,무적 시간 3초 증가,,,,,,,,,,,,
20872405,208724,legend,패시브 1,,,5,빛 아이리스(H),변신,under_self_hp,,add_option_time_1,add,2,무적 시간 5초 증가,,,,,,,,,,,,
20873401,208734,legend,패시브 2,,,1,빛 아이리스(H),파괴의 손길,indie_time,,,,,강화 효과 없음,,,,,,,,,,,,
20873402,208734,legend,패시브 2,,,2,빛 아이리스(H),파괴의 손길,indie_time,,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
20873403,208734,legend,패시브 2,,,3,빛 아이리스(H),파괴의 손길,indie_time,,chance_value,add,-1,재사용 시간 2초 감소,,,,,,,,,,,,
20873404,208734,legend,패시브 2,,,4,빛 아이리스(H),파괴의 손길,indie_time,,chance_value,add,-1,재사용 시간 3초 감소,,,,,,,,,,,,
20873405,208734,legend,패시브 2,,,5,빛 아이리스(H),파괴의 손길,indie_time,,chance_value,add,-2,재사용 시간 5초 감소,,,,,,,,,,,,
20875401,208754,legend,드래그 스킬,432,216,1,빛 아이리스(D),파멸의 용언,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20875402,208754,legend,드래그 스킬,432,216,2,빛 아이리스(D),파멸의 용언,active,5,power_rate,add,43,스킬의 피해량 10% 증가,,,,,,,,,,,,
20875403,208754,legend,드래그 스킬,432,216,3,빛 아이리스(D),파멸의 용언,active,5,power_rate,add,43,스킬의 피해량 20% 증가,,,,,,,,,,,,
20875404,208754,legend,드래그 스킬,432,216,4,빛 아이리스(D),파멸의 용언,active,5,power_rate,add,43,스킬의 피해량 30% 증가,,,,,,,,,,,,
20875405,208754,legend,드래그 스킬,432,216,5,빛 아이리스(D),파멸의 용언,active,2.5,power_rate,add,86,스킬의 피해량 50% 증가,,,,,,,,,,,,
20876401,208764,legend,패시브 1,288,144,1,빛 아이리스(D),파멸의 폭풍,indie_time_short,5,,,,강화 효과 없음,,,,,,,,,,,,
20876402,208764,legend,패시브 1,288,144,2,빛 아이리스(D),파멸의 폭풍,indie_time_short,5,power_rate,add,29,스킬의 피해량 10% 증가,,,,,,,,,,,,
20876403,208764,legend,패시브 1,288,144,3,빛 아이리스(D),파멸의 폭풍,indie_time_short,5,power_rate,add,29,스킬의 피해량 20% 증가,,,,,,,,,,,,
20876404,208764,legend,패시브 1,288,144,4,빛 아이리스(D),파멸의 폭풍,indie_time_short,5,power_rate,add,29,스킬의 피해량 30% 증가,,,,,,,,,,,,
20876405,208764,legend,패시브 1,288,144,5,빛 아이리스(D),파멸의 폭풍,indie_time_short,2.5,power_rate,add,58,스킬의 피해량 50% 증가,,,,,,,,,,,,
20877401,208774,legend,패시브 2,,,1,빛 아이리스(D),파멸의 손길,indie_time,,,,,강화 효과 없음,,,,,,,,,,,,
20877402,208774,legend,패시브 2,,,2,빛 아이리스(D),파멸의 손길,indie_time,,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
20877403,208774,legend,패시브 2,,,3,빛 아이리스(D),파멸의 손길,indie_time,,chance_value,add,-1,재사용 시간 2초 감소,,,,,,,,,,,,
20877404,208774,legend,패시브 2,,,4,빛 아이리스(D),파멸의 손길,indie_time,,chance_value,add,-1,재사용 시간 3초 감소,,,,,,,,,,,,
20877405,208774,legend,패시브 2,,,5,빛 아이리스(D),파멸의 손길,indie_time,,chance_value,add,-2,재사용 시간 5초 감소,,,,,,,,,,,,
20881101,208811,legend,드래그 스킬,,,1,땅 페넬리온,세이크리드 포스,active,,,,,강화 효과 없음,,,,,,,,,,,,
20881102,208811,legend,드래그 스킬,,,2,땅 페넬리온,세이크리드 포스,active,,add_option_time_1,add,1,지속시간 1초 증가,,,,,,,,,,,,
20881103,208811,legend,드래그 스킬,,,3,땅 페넬리온,세이크리드 포스,active,,add_option_time_1,add,1,지속시간 2초 증가,,,,,,,,,,,,
20881104,208811,legend,드래그 스킬,,,4,땅 페넬리온,세이크리드 포스,active,,add_option_time_1,add,1,지속시간 3초 증가,,,,,,,,,,,,
20881105,208811,legend,드래그 스킬,,,5,땅 페넬리온,세이크리드 포스,active,,add_option_time_1,add,2,지속시간 5초 증가,,,,,,,,,,,,
20882101,208821,legend,패시브 1,,,1,땅 페넬리온,정화의 뿔,indie_time,,,,,강화 효과 없음,,,,,,,,,,,,
20882102,208821,legend,패시브 1,,,2,땅 페넬리온,정화의 뿔,indie_time,,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
20882103,208821,legend,패시브 1,,,3,땅 페넬리온,정화의 뿔,indie_time,,chance_value,add,-1,재사용 시간 2초 감소,,,,,,,,,,,,
20882104,208821,legend,패시브 1,,,4,땅 페넬리온,정화의 뿔,indie_time,,chance_value,add,-1,재사용 시간 3초 감소,,,,,,,,,,,,
20882105,208821,legend,패시브 1,,,5,땅 페넬리온,정화의 뿔,indie_time,,chance_value,add,-1,재사용 시간 4초 감소,,,,,,,,,,,,
20883101,208831,legend,패시브 2,,,1,땅 페넬리온,드림 워킹,indie_time_short,,,,,강화 효과 없음,,,,,,,,,,,,
20883102,208831,legend,패시브 2,,,2,땅 페넬리온,드림 워킹,indie_time_short,,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
20883103,208831,legend,패시브 2,,,3,땅 페넬리온,드림 워킹,indie_time_short,,chance_value,add,-1,재사용 시간 2초 감소,,,,,,,,,,,,
20883104,208831,legend,패시브 2,,,4,땅 페넬리온,드림 워킹,indie_time_short,,chance_value,add,-1,재사용 시간 3초 감소,,,,,,,,,,,,
20883105,208831,legend,패시브 2,,,5,땅 페넬리온,드림 워킹,indie_time_short,,chance_value,add,-2,재사용 시간 5초 감소,,,,,,,,,,,,
20881201,208812,legend,드래그 스킬,,,1,물 페넬리온,세이크리드 포스,active,,,,,강화 효과 없음,,,,,,,,,,,,
20881202,208812,legend,드래그 스킬,,,2,물 페넬리온,세이크리드 포스,active,,add_option_time_1,add,1,지속시간 1초 증가,,,,,,,,,,,,
20881203,208812,legend,드래그 스킬,,,3,물 페넬리온,세이크리드 포스,active,,add_option_time_1,add,1,지속시간 2초 증가,,,,,,,,,,,,
20881204,208812,legend,드래그 스킬,,,4,물 페넬리온,세이크리드 포스,active,,add_option_time_1,add,1,지속시간 3초 증가,,,,,,,,,,,,
20881205,208812,legend,드래그 스킬,,,5,물 페넬리온,세이크리드 포스,active,,add_option_time_1,add,2,지속시간 5초 증가,,,,,,,,,,,,
20882201,208822,legend,패시브 1,,,1,물 페넬리온,정화의 뿔,indie_time,,,,,강화 효과 없음,,,,,,,,,,,,
20882202,208822,legend,패시브 1,,,2,물 페넬리온,정화의 뿔,indie_time,,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
20882203,208822,legend,패시브 1,,,3,물 페넬리온,정화의 뿔,indie_time,,chance_value,add,-1,재사용 시간 2초 감소,,,,,,,,,,,,
20882204,208822,legend,패시브 1,,,4,물 페넬리온,정화의 뿔,indie_time,,chance_value,add,-1,재사용 시간 3초 감소,,,,,,,,,,,,
20882205,208822,legend,패시브 1,,,5,물 페넬리온,정화의 뿔,indie_time,,chance_value,add,-1,재사용 시간 4초 감소,,,,,,,,,,,,
20883201,208832,legend,패시브 2,,,1,물 페넬리온,드림 워킹,indie_time_short,,,,,강화 효과 없음,,,,,,,,,,,,
20883202,208832,legend,패시브 2,,,2,물 페넬리온,드림 워킹,indie_time_short,,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
20883203,208832,legend,패시브 2,,,3,물 페넬리온,드림 워킹,indie_time_short,,chance_value,add,-1,재사용 시간 2초 감소,,,,,,,,,,,,
20883204,208832,legend,패시브 2,,,4,물 페넬리온,드림 워킹,indie_time_short,,chance_value,add,-1,재사용 시간 3초 감소,,,,,,,,,,,,
20883205,208832,legend,패시브 2,,,5,물 페넬리온,드림 워킹,indie_time_short,,chance_value,add,-2,재사용 시간 5초 감소,,,,,,,,,,,,
20881401,208814,legend,드래그 스킬,,,1,빛 페넬리온,세이크리드 포스,active,,,,,강화 효과 없음,,,,,,,,,,,,
20881402,208814,legend,드래그 스킬,,,2,빛 페넬리온,세이크리드 포스,active,,add_option_time_1,add,1,지속시간 1초 증가,add_option_time_2,add,1,,,,,,,,,
20881403,208814,legend,드래그 스킬,,,3,빛 페넬리온,세이크리드 포스,active,,add_option_time_1,add,1,지속시간 2초 증가,add_option_time_2,add,1,,,,,,,,,
20881404,208814,legend,드래그 스킬,,,4,빛 페넬리온,세이크리드 포스,active,,add_option_time_1,add,1,지속시간 3초 증가,add_option_time_2,add,1,,,,,,,,,
20881405,208814,legend,드래그 스킬,,,5,빛 페넬리온,세이크리드 포스,active,,add_option_time_1,add,2,지속시간 5초 증가,add_option_time_2,add,2,,,,,,,,,
20882401,208824,legend,패시브 1,,,1,빛 페넬리온,정화의 뿔,indie_time,,,,,강화 효과 없음,,,,,,,,,,,,
20882402,208824,legend,패시브 1,,,2,빛 페넬리온,정화의 뿔,indie_time,,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
20882403,208824,legend,패시브 1,,,3,빛 페넬리온,정화의 뿔,indie_time,,chance_value,add,-1,재사용 시간 2초 감소,,,,,,,,,,,,
20882404,208824,legend,패시브 1,,,4,빛 페넬리온,정화의 뿔,indie_time,,chance_value,add,-1,재사용 시간 3초 감소,,,,,,,,,,,,
20882405,208824,legend,패시브 1,,,5,빛 페넬리온,정화의 뿔,indie_time,,chance_value,add,-1,재사용 시간 4초 감소,,,,,,,,,,,,
20883401,208834,legend,패시브 2,,,1,빛 페넬리온,드림 워킹,indie_time_short,,,,,강화 효과 없음,,,,,,,,,,,,
20883402,208834,legend,패시브 2,,,2,빛 페넬리온,드림 워킹,indie_time_short,,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
20883403,208834,legend,패시브 2,,,3,빛 페넬리온,드림 워킹,indie_time_short,,chance_value,add,-1,재사용 시간 2초 감소,,,,,,,,,,,,
20883404,208834,legend,패시브 2,,,4,빛 페넬리온,드림 워킹,indie_time_short,,chance_value,add,-1,재사용 시간 3초 감소,,,,,,,,,,,,
20883405,208834,legend,패시브 2,,,5,빛 페넬리온,드림 워킹,indie_time_short,,chance_value,add,-2,재사용 시간 5초 감소,,,,,,,,,,,,
20881501,208815,legend,드래그 스킬,,,1,어둠 페넬리온,세이크리드 포스,active,,,,,강화 효과 없음,,,,,,,,,,,,
20881502,208815,legend,드래그 스킬,,,2,어둠 페넬리온,세이크리드 포스,active,,add_option_time_1,add,1,지속시간 1초 증가,add_option_time_2,add,1,,,,,,,,,
