zh-CN,zu
来试试{@yellow}冰川古龙{@default}的拖拽技能吧，攻击范围很广！,Ake sizame Ikhono Lokuhudula le -{@yellow} I-Frost Dragon {@default} enebanga elibanzi lokuhlasela!
由于达克尼克斯的攻击，生命值较低。你需要恢复HP。我的拖动技能具有{@yellow}恢复{@default}的能力。\n按下{@yellow}智龙{@default}的技能图标并对左侧的{@yellow}龙使用{@default}。,I-HP iphansi ngenxa yokuhlasela kwe-Darknix. Udinga ukubuyisela i-HP. Ikhono Lami Lokuhudula linekhono {@yellow} lokubuyisela {@default}.\nCindezela Isithonjana Sekhono se -{@yellow} I- I-Smart Dragon {@default} futhi usisebenzise kokuthi {@yellow} ama-dragons ethu kwesokunxele {@default}.
你做得很好！是时候结束战斗了。\n让我们使用{@yellow}闪电古龙{@default}强大的拖拽技能吧！,Wenza kahle! Isikhathi sokuqeda impi.\nMasisebenzise Ikhono Lokuhudula elinamandla le- {@yellow} Umbani Dragon {@default}!
您只能在用户详细信息中更改一次昵称，无需昵称更改票。,Ungakwazi ukushintsha isiteketiso sakho Olwazini Olunemininingwane Yomsebenzisi kanye kuphela ngaphandle Kwethikithi Lokushintsha Isiteketiso.
龙稀有度,I-Dragon I-Rarity
稀有度越高的龙拥有更好的统计数据和技能。\n当你获得它们时，它们的等级也会更高。,Ama-Dragons anezinga eliphakeme le- I-Rarity anezibalo namakhono angcono.\nFuthi anebanga eliphakeme ekuqaleni uma ulithola.
每个属性的史莱姆龙蛋,I-Slime Iqanda ngesibaluli ngasinye
雷龙震对昏迷的敌人造成 x1.2 伤害。,I-Thunder Dragon Blast yenza umonakalo we-x1.2 ezitheni ezimangele.
雷龙震有100%概率使目标眩晕5秒。,I-Thunder Dragon Blast inethuba elingu-100% lokumangalisa ithagethi imizuzwana emi-5.
攻击速度增加20秒。雷龙震发动后。,Khulisa isivinini se-ATK ngamasekhondi angama-20. ngemuva kokuthi i-Thunder Dragon Blast yenziwe yasebenza.
攻击力增加20秒雷龙震发动后。,Khulisa i-ATK ngamasekhondi angama-20. ngemuva kokuthi i-Thunder Dragon Blast yenziwe yasebenza.
通过这张抽奖券，您可以获得玛尔黛的土、水、火、光中的一种属性。,"Ngaleli Thikithi Lokudweba, uthola isibaluli esisodwa phakathi Umhlaba, Amanzi, Umlilo, kanye Ukukhanya kwe Maldek."
马尔戴克的拖曳技能现在对多个敌人使用时会造成更多伤害。\n你可以在氏族地下城 - 突袭小队 2 中更加积极地战斗。,I-Drag Skill ka-Maldek manje isisebenza ngomonakalo owengeziwe uma isetshenziswa ngokumelene nezitha eziningi.\nUngalwa kakhulu e-Clan Dungeon - Raid Party 2.
{@mustard}[之前] {@default}目标：4,{@mustard}[Ngaphambi] {@default} Okuqondisiwe : 4
{@mustard}[之前] {@default}攻击 6 名敌人时，最终伤害提高 100%,{@mustard}[Ngaphambi] {@default} Nyusa umonakalo wokugcina ngo-100% lapho uhlasela izitha ezingu-6
{@mustard}[之前] {@default}冷却时间 30 秒。,{@mustard}[Ngaphambi] {@default} Ukupholisa amasekhondi angu-30.
{@mustard}[之前] {@default}吸收 HP 10% 造成的 DMG,{@mustard}[Ngaphambi] {@default} Thola i-HP 10% ye-DMG efakiwe
{@mustard}[之后] {@default}目标：5,{@mustard}[Ngemva] {@default} Okuqondisiwe : 5
{@mustard}[[之后] {@default}冷却时间 15 秒。,{@mustard}[[Ngemva] {@default} Ukupholisa amasekhondi angu-15.
{@mustard}[之后] {@default}每个敌人伤害增加 10%，攻击 6 个敌人时最终伤害增加 100%,"{@mustard}[Ngemva] {@default} Khulisa Ukulimala ngo-10% esitha ngasinye, Khulisa umonakalo wokugcina ngo-100% lapho uhlasela izitha ezingu-6"
{@mustard}[之后] {@default}暴击率提高 20%,{@mustard}[Ngemva] {@default} Nyusa Izinga Elibalulekile ngo-20%
体验这些更强大的龙的力量！,Izwa amandla alawa madragoni anamandla!
限定龙,I-Dragon enomkhawulo
{@mustard}[之前] {@default}目标：4,{@mustard}[Ngaphambi] {@default} Okuqondisiwe : 4
{@mustard}[之后] {@default}目标：5,{@mustard}[Ngemva] {@default} Okuqondisiwe : 5
体验这些更强大的龙的力量！,Izwa amandla alawa madragoni anamandla!
玛尔黛 (光) 启动活动,I-Maldek (Ukukhanya) Kwethulwa Umcimbi
,
你可知道？只需触摸即可触发拖动技能。\n它会自动瞄准目标，让你更容易使用你想要的技能。,"Uthi bewazi? Ungacupha Ikhono Lokuhudula ngokulithinta nje.\nIqondise kokuphokophelwe ngokuzenzakalela, ikwenze kube lula ukusebenzisa amakhono owafunayo."
,
噩梦一号,Iphupho elibi I
噩梦二号,Iphupho elibi II
冷却时间减少量增加 1%,Khulisa ukwehla kwe-Cooldown ngo-1%
冷却时间减少量增加 2%,Khulisa ukwehla kwe-Cooldown ngo-2%
冷却时间减少量增加 3%,Khulisa ukwehla kwe-Cooldown ngo-3%
冷却时间减少量增加 5%,Khulisa ukwehla kwe-Cooldown ngo-5%
冷却时间减少量增加 4%,Khulisa ukwehla kwe-Cooldown ngo-4%
冷却时间减少量增加 6%,Khulisa ukwehla kwe-Cooldown ngo-6%
冷却时间减少量增加 10%,Khulisa ukwehla kwe-Cooldown ngo-10%
每设定持续时间，法力消耗为 3 的盟友拖拽技能的冷却时间减少{2}%，持续{1}秒。,"Ngaso sonke isikhathi esimisiwe, yehlisa ukupholiswa kwe-Allies' Drag Skill okusho ukuthi i-Mana Cost ingu-3 ngo- {2}% ngamasekhondi angu- {1} ."
向敌人火{1}魔法子弹以造成伤害。\n每次命中有{2}% 的几率降低目标的防御力，持续{3}秒。,Izinhlamvu Umlilo {1} Ezimlingo esitheni ukuze zidale umonakalo.\nUkushaya ngakunye kunethuba elingu- {2}% lokunciphisa i-DEF yethagethi isekhondi elingu- {3} .
别拿！这是我的！,Ungayithathi! Ngokwami ​​lokhu!
铠甲破！,Ukuphulwa kwezikhali!
需要相同属性的队伍/2条或更多龙,Iqembu elinesibaluli esifanayo esidingekayo/ amadragoni ama-2 noma ngaphezulu
空间裂缝,Ukuqhekeka kwesikhala
使用空间裂缝对敌人造成伤害，\n有{1}% 的几率提高你的攻击力、暴击率和攻击速度，持续{2}秒。,"Sebenzisa i-Space Fissure ukuze ubangele umonakalo esitheni, nethuba elingu- {1}% lokukhulisa i-ATK yakho, i-Critical Rate, ne-ATK Speed ​​ngayinye isekhondi elingu- {2} ."
空间裂缝已经打开。,I-Space fissure ivuliwe.
攻击时，有{1}%概率对随机敌人造成伤害。\n当目标生命值较高时，造成更高伤害。 \n它最多造成 X {2}点伤害。,"Uma uhlasela, {1}% ithuba lokulimaza isitha esingahleliwe.\nYenza umonakalo omkhulu uma i-HP yalowo oqondiwe iphezulu. \nIbhekana nomonakalo ofika ku-X {2} ."
这也太强大了吧……,Inamandla kakhulu...
裂痕正在打开！,Umfantu uyavuleka!
你不服从我吗？,Awungilaleli?
如果你好好听我的话，下次我会给你更好的礼物。,"Uma ulandela kahle ukuhola kwami, ngizokutholela isipho esingcono ngokuzayo."
如果你叫我老鼠，我会生气的。,"Uma ungibiza ngegundane, ngizocasuka."
给我力量！,Nginike amandla!
我要用我的神奇力量让大家惊叹不已！,Ngizomangaza wonke umuntu ngamandla ami omlingo!
如果你想见识一下我的神奇力量就打电话给我吧！,Ngishayele uma ufuna ukubona amandla ami omlingo!
屈服于我的力量吧！,Ngenela emandleni ami!
你真是个好朋友！,Ungumngane omuhle kakhulu!
如果有人问，我不在！,"Uma noma ubani ebuza, angikho lapha!"
下次我一定会找到更漂亮的！,Ngizothola okuthile okuhle ngokuzayo!
土盟友的攻击力增加{1}%。,I-ATK ye- Umhlaba Allies' ikhuphuke ngo- {1}%.
土敌人的防御力降低率增加至{1} %。,I-DEF Yokunciphisa Izinga lenyuswe laya ku- {1}% ezitheni Umhlaba .
灯笼魔术,I-Lantern Magic
灯笼魔法+,I-Lantern Magic+
法力已满！,Mana ushajwe ngokugcwele!
我需要更多的法力...,Ngidinga okuningi Mana...
魔法飞弹,I-Magic Missile
魔法！,Umlingo!
魔法黑暗！,Kumnyama Okumangalisayo!
魔法土！,Umhlaba Womlingo!
魔法土！,Umhlaba Womlingo!
魔火！,Umlilo Womlingo!
毁灭之击,Isiteleka Sokubhujiswa
整个世界将充满黑暗。,Umhlaba wonke uzogcwala ubumnyama.
水属性盟友的攻击力增加{1}%。,I-ATK ye- Amanzi Allies' ikhuphuke ngo- {1}%.
水敌人的防御力降低率提高至{1} %。,I-DEF Yokunciphisa Izinga lenyuswa laya ku- {1}% ezitheni Amanzi .
我们不知道会发生什么！,Asazi ukuthi kuzophumani!
神秘提柯提妮龙,I-Mystictiny
通过这张抽奖券，您可以获得神秘提柯提妮龙土、水、火、光中的一种属性。,"Ngaleli Thikithi Lokudweba, uthola isibaluli esisodwa phakathi Umhlaba, Amanzi, Umlilo, kanye Ukukhanya kwe I-Mystictiny."
神秘提柯提妮龙抽奖券,Ithikithi le- I-Mystictiny Draw
神秘提柯提妮龙套餐,Iphakheji ye I-Mystictiny
神秘提柯提妮龙（土）,I-Mystictiny (Umhlaba)
神秘提柯提妮龙（土）关系点,I-Mystictiny (Umhlaba) Iphuzu Lobudlelwano
神秘提柯提妮龙（水）,I-Mystictiny (Amanzi)
神秘提柯提妮龙（水）关系点,I-Mystictiny (Amanzi) Indawo Yobudlelwano
神秘提柯提妮龙（火）,I-Mystictiny (Umlilo)
神秘提柯提妮龙（火）关系点,I-Mystictiny (Umlilo) Iphuzu Lobudlelwano
神秘提柯提妮龙（光）,I-Mystictiny (Ukukhanya)
神秘提柯提妮龙（光）关系点,I-Mystictiny (Ukukhanya) Iphoyinti Lobudlelwano
比起夜晚，我更喜欢白天。,Ngincamela usuku kunobusuku.
夜晚赋予我力量。,Ubusuku bunginika amandla.
晚上很好。,Ubusuku buhle.
你想成为夜晚的追随者吗？,Ingabe ufuna ukuba umlandeli ebusuku?
这是作为黑夜追随者的一份礼物。,Lesi yisipho sokuba umlandeli wasebusuku.
夜之追随者,Umlandeli Wobusuku
夜晚是我可以做自己想做的事情的时候。,Ubusuku yilapho ngingenza khona engikufunayo.
夜，到我身边来吧。,"Ebusuku, woza kimi."
我刚刚做了一件可怕的事情！我需要躲起来！,Ngenze into embi nje! Ngidinga ukucasha!
火盟友的攻击力提高{1}%。,I-ATK ye- Umlilo Allies' inyuke ngo- {1}%.
向敌人火时防御力降低率提高至{1} %。,I-DEF Yokunciphisa Isilinganiso inyuswe ukuze ibe ngu- {1}% ezitheni Umlilo .
光属性盟友的攻击力提高{1}%。,I-ATK ye- Ukukhanya Allies' ikhuphuke ngo- {1}%.
你想看到一些新的魔法吗？,Uyafuna ukubona umlingo omusha?
时间魔法,Isikhathi Magic
新龙发布活动！,Umcimbi Omusha Wokwethulwa Dragon !
只要我不犯错误我就可以帮忙！,Ngingasiza inqobo nje uma ngingalenzi iphutha!
所有盟友的攻击速度提高{1}%。,Isivinini se-ATK sawo wonke amadlelandawonye sikhuphuke ngo- {1}%.
你最好躲开！,Kungcono ugweme!
嘿！你能把我藏起来吗？,Sawubona! Ungangifihla?
黑暗敌人的防御力降低率增加至{1} %。,I-DEF Yokunciphisa Izinga lenyuswe laya ku- {1}% ukuze libe yizitha Kumnyama .
夜晚将永远持续下去。,Ubusuku buyohlala phakade.
一条小而可爱的龙，拥有神奇的力量，住在一座老房子里。它通过摇动一些奇怪的灯笼来施展各种魔法。有时，它会触发随机魔法，引起大骚动。,"Udrako omncane futhi omuhle onamandla omlingo ohlala endlini endala. Lenza izinhlobo ezahlukene zomlingo ngokunyakazisa isibani esibukeka ngendlela eyinqaba. Ngezinye izikhathi, iqala umlingo ongahleliwe, ibangele isiyaluyalu esikhulu."
你为什么带我来这里？,Ungiletheleni lapha?
什么？我刚才做了什么？,Ini? Ngenzeni nje?
这个灯笼漂亮吗？,Ingabe lesi sibani asisihle?
你能感受到我的力量吗？,Uyawezwa amandla ami?
是不是很漂亮？我刚刚发现它...,Akukuhle yini? Ngisanda kuyithola...
这就是黑暗的力量。,Lawa amandla obumnyama.
是不是太多了？,Ingabe bekukuningi kakhulu?
这是我这次的礼物。,Nasi isipho sami manje.
世界现在是我的了。,Umhlaba ungowami manje.
混乱的时刻终于到来了。,Isikhathi sezinxushunxushu sesifikile ekugcineni.
与神秘提柯提妮龙 的关系点可从关系地下城获得。当你获得更多分数时，你就会离神秘提柯提妮龙越来越近。,Iphoyinti Lobudlelwano ne- I-Mystictiny litholakala ku-Relationship Dungeon. Usondela ku I-Mystictiny njengoba uthola amaphuzu engeziwe.
与格纳的关系点可从关系地下城获得。随着您获得的积分越多，您与格纳的距离就越近。,Iphoyinti Lobudlelwano noGerner litholakala ku-Relationship Dungeon. Usondela ku-Gerner njengoba uthola amaphuzu engeziwe.
每设定一段时间，目标数量为{1}的每个土盟友的拖拽技能的剩余冷却时间减少{2}。,"Njalo ngobude besikhathi esimisiwe, yehlisa ukupholisa okusele kwekhono ngalinye lokuhudula le Umhlaba Ally onombolo yalo yokuhlosiwe ingu- {1} ngo- {2}."
每设定一段时间，目标数量为{1}的每个水友拖拽技能的剩余冷却时间减少{2}。,"Njalo ngobude besikhathi esimisiwe, yehlisa ukupholisa okusele kwekhono ngalinye lokuhudula le Amanzi Ally’s onenani lemigomo engu- {1} ngo- {2}."
每设定一段时间，目标数量为{1}的每个火盟友的拖动技能的剩余冷却时间减少{2}。,"Njalo ngobude besikhathi esimisiwe, yehlisa ukupholisa okusele Kwekhono Lokuhudula le Umlilo Ally ngayinye okuhloswe kuyo ingu- {1} ngo- {2}."
每设定一段时间，目标数量为{1}的每个光盟友的拖动技能的剩余冷却时间减少{2}。,"Njalo ngobude besikhathi, yehlisa ukupholisa okusele Kwekhono Lokuhudula Le Ukukhanya Ally ngayinye inani layo lokuqondiwe lingu- {1} ngo- {2}."
每设定一段时间，对{1}随机敌人和附近的其他敌人造成伤害。\n伤害增加，与你的攻击速度成正比，对 Boss 的伤害乘以 X {2} 。,"Njalo ubude besikhathi esimisiwe, bangela umonakalo {1} ezitheni ezingahleliwe nezinye izitha eziseduze.\nUmonakalo uyakhula, ngokulinganayo Nesivinini sakho se-ATK, futhi umonakalo uphindaphindwa ngo-X {2} kubaphathi."
每设定持续时间，对随机敌人造成伤害。 \n有{1} % 几率降低目标对土敌人的攻击力，持续{2}秒。,"Njalo ubude besikhathi esimisiwe, dala umonakalo esitheni esingahleliwe. \n {1}% ithuba lokunciphisa i-ATK yethagethi isekhondi elingu- {2} ezitheni Umhlaba ."
每设定持续时间，对随机敌人造成伤害。 \n水敌人有{1}% 几率降低目标攻击力，持续{2}秒。,"Njalo ubude besikhathi esimisiwe, dala umonakalo esitheni esingahleliwe. \n {1}% ithuba lokunciphisa i-ATK yethagethi isekhondi elingu- {2} ukuya ezitheni Amanzi ."
每设定持续时间，对随机敌人造成伤害。 \n {1}% 几率降低目标攻击力，持续{2}秒以向敌人火。,"Njalo ubude besikhathi esimisiwe, dala umonakalo esitheni esingahleliwe. \n {1}% ithuba lokunciphisa i-ATK yethagethi isekhondi elingu- {2} ukuya kuzitha Umlilo ."
每设定持续时间，对随机敌人造成伤害。 \n {1} % 几率降低目标对黑暗敌人的攻击力，持续{2}秒。,"Njalo ubude besikhathi esimisiwe, dala umonakalo esitheni esingahleliwe. \n {1}% ithuba lokwehlisa i-ATK yethagethi isekhondi elingu- {2} ukuya ezitheni Kumnyama ."
每设定一段时间，对生命值最低的敌人造成伤害。伤害大大增加，与你的攻击速度成正比。,"Njalo ubude besikhathi esimisiwe, dala umonakalo esitheni esine-HP ephansi kakhulu. Umonakalo ukhuphuka kakhulu, ngokulingana nesivinini sakho se-ATK."
现在，我们一起出发吧！,"Manje, asihambe ndawonye!"
我刚刚使用了魔力却犯了一个错误……,Ngisanda kusebenzisa amandla ami omlingo kodwa ngenza iphutha...
格尔纳,Gerner
格纳（黑暗）,I-Gerner (Kumnyama)
格纳（黑暗）关系点,I-Gerner (Kumnyama) Iphoyinti Lobudlelwano
犯罪猎人,Umzingeli Wobugebengu
漆黑的子弹,Pitch Black Bullet
头盔碎了！,Kuphuka umakalabha!
毁灭记忆中记载的一头可怕的混沌巨龙。当世界的气流交叉并在空间中产生裂缝时，它就会出现在漆黑的黑暗中。,Udrako wesiphithiphithi owesabekayo oqoshwe ku-Memory of Destruction. Kuvela ebumnyameni obumnyama lapho ukugeleza komhlaba kunqamula futhi kudala ukuqhekeka emkhathini.
毁灭闪电,Umbani Wokubhubhisa
收下这份幸运礼物吧。,Thatha lesi sipho senhlanhla.
走向混乱。,Hamba uye ngasesiphithiphithini.
混沌把我带到了这个世界。,Izinxushunxushu zingilethe kulo mhlaba.
我感觉自己的力量越来越强！,Ngizwa amandla ami ekhula ngamandla!
每{1}攻击，对{2}随机敌人和附近的其他敌人造成伤害。\n伤害会根据你的攻击速度成比例增加，对 Boss 的伤害会乘以 X {3} 。,"Konke {1} ukuhlasela, kudala umonakalo {2} ezitheni ezingahleliwe nezinye izitha eziseduze.\nUmonakalo uyakhula, ngokulingana ne-ATK Speed ​​yakho, futhi umonakalo uphindaphindwa ngo-X {3} kubaphathi."
这个技能的冷却时间很长。,Leli khono linokuphola okude kakhulu.
去看龙吧,Hamba uyobona udrako
稍后再做,Kwenze kamuva
关联账户,Xhumanisa i-akhawunti
您正在以访客身份玩游戏。\n请关联您的帐户以保护您的游戏数据。,Udlala igeyimu njengesivakashi.\nSicela uxhume i-akhawunti yakho ukuze uvikele idatha yegeyimu yakho.
帮助我出去吧！,Usizo ngiphume!
龙现已上市！,I-Topaz Dragon isiyatholakala!
神秘提柯提妮龙使用支持技能作为{@yellow} Clan Dungeon - Raid Party 1 {@default}\n削弱敌人并增强盟友。,I-Mystictiny isebenzisa ikhono lokusekela njenge -{@yellow} Clan Dungeon - Raid Party 1 {@default}\nthat yenza izitha zibe buthaka futhi iqinise ababambisene nabo.
专门削弱一名属性对你在战斗中有效的敌人，\n并强化具有相同属性的盟友。\n推荐用于{@yellow}氏族地下城 - 突袭小队 1 {@default}。,"Ikhethekile ekwenzeni buthaka isitha esisodwa esisibaluli saso sisebenza kahle kuwe empini, \nanokuqinisa ozakwethu abanemfanelo efanayo.\nKunconyelwe i -{@yellow} Clan Dungeon - Raid Party 1 {@default}."
开始冒险,Qala i- Ukuzidela
开始剧情,Aqale Indaba
古塔/考验之塔特别版,Umbhoshongo Wasendulo / Umbhoshongo Wokuhlolwa Okukhethekile
推荐给新手,Inconyelwe Abasanda kuhlanganyela
古代遗迹地下城特别版,Amanxiwa Asendulo Emgodini Okhethekile
广告奖励功能目前正在维护中。\n无需广告即可获得奖励！,Isici somvuzo wesikhangiso esilungiswayo njengamanje.\nAsikho isikhangiso esidingekayo ukuze uthole umklomelo wakho!
{@apricot}如果您需要帮助，请遵循{@default}大师之路{@apricot}！,"{@apricot} Uma udinga usizo, vele ulandele {@default} I-Master's Path {@apricot}!"
比起白天，我更喜欢夜晚。,Ngincamela ubusuku kunemini.
总冰淇淋,I-ayisikhilimu ephelele
