slid,sid,r_origin_rarity,r_origin_s_name,r_origin_power_rate,r_origin_hit,r_goal_powerate,lv,r_dragon,t_name,r_count_power_rate,col_01,mod_01,val_01,col_02,mod_02,val_02,col_03,mod_03,val_03,col_04,mod_04,val_04,col_05,mod_05,val_05,desc_1,desc_2,desc_3,desc_4,desc_5,t_desc
20201104,202011,hero,드래그 스킬,88,4,44,4,땅 허리케인,허리케인,4,power_rate,add,11,,,,,,,,,,,,,,,,,,
20201105,202011,hero,드래그 스킬,88,4,44,5,땅 허리케인,허리케인,4,power_rate,add,11,,,,,,,,,,,,,,,,,,
20202101,202021,hero,패시브 1,100,1,50,1,땅 허리케인,태풍의 눈,4,,,,,,,,,,,,,,,,,,,,,
20202102,202021,hero,패시브 1,100,1,50,2,땅 허리케인,태풍의 눈,4,power_rate,add,13,,,,,,,,,,,,,,,,,,
20202103,202021,hero,패시브 1,100,1,50,3,땅 허리케인,태풍의 눈,4,power_rate,add,13,,,,,,,,,,,,,,,,,,
20202104,202021,hero,패시브 1,100,1,50,4,땅 허리케인,태풍의 눈,4,power_rate,add,13,,,,,,,,,,,,,,,,,,
20202105,202021,hero,패시브 1,100,1,50,5,땅 허리케인,태풍의 눈,4,power_rate,add,13,,,,,,,,,,,,,,,,,,
20203101,202031,hero,패시브 2,,1,,1,땅 허리케인,침묵,0,,,,,,,,,,,,,,,,,,,,,
20203102,202031,hero,패시브 2,,1,,2,땅 허리케인,침묵,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20203103,202031,hero,패시브 2,,1,,3,땅 허리케인,침묵,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20203104,202031,hero,패시브 2,,1,,4,땅 허리케인,침묵,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20203105,202031,hero,패시브 2,,1,,5,땅 허리케인,침묵,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20201201,202012,hero,드래그 스킬,88,4,44,1,물 허리케인,허리케인,4,,,,,,,,,,,,,,,,,,,,,
20201202,202012,hero,드래그 스킬,88,4,44,2,물 허리케인,허리케인,4,power_rate,add,11,,,,,,,,,,,,,,,,,,
20201203,202012,hero,드래그 스킬,88,4,44,3,물 허리케인,허리케인,4,power_rate,add,11,,,,,,,,,,,,,,,,,,
20201204,202012,hero,드래그 스킬,88,4,44,4,물 허리케인,허리케인,4,power_rate,add,11,,,,,,,,,,,,,,,,,,
20201205,202012,hero,드래그 스킬,88,4,44,5,물 허리케인,허리케인,4,power_rate,add,11,,,,,,,,,,,,,,,,,,
20202201,202022,hero,패시브 1,100,1,50,1,물 허리케인,태풍의 눈,4,,,,,,,,,,,,,,,,,,,,,
20202202,202022,hero,패시브 1,100,1,50,2,물 허리케인,태풍의 눈,4,power_rate,add,13,,,,,,,,,,,,,,,,,,
20202203,202022,hero,패시브 1,100,1,50,3,물 허리케인,태풍의 눈,4,power_rate,add,13,,,,,,,,,,,,,,,,,,
20202204,202022,hero,패시브 1,100,1,50,4,물 허리케인,태풍의 눈,4,power_rate,add,13,,,,,,,,,,,,,,,,,,
20202205,202022,hero,패시브 1,100,1,50,5,물 허리케인,태풍의 눈,4,power_rate,add,13,,,,,,,,,,,,,,,,,,
20203201,202032,hero,패시브 2,,1,,1,물 허리케인,이로운 효과 제거,0,,,,,,,,,,,,,,,,,,,,,
20203202,202032,hero,패시브 2,,1,,2,물 허리케인,이로운 효과 제거,0,target_count,add,1,,,,,,,,,,,,,,,,,,
20203203,202032,hero,패시브 2,,1,,3,물 허리케인,이로운 효과 제거,0,add_option_value_1,add,1,,,,,,,,,,,,,,,,,,
20203204,202032,hero,패시브 2,,1,,4,물 허리케인,이로운 효과 제거,0,target_count,add,1,,,,,,,,,,,,,,,,,,
20203205,202032,hero,패시브 2,,1,,5,물 허리케인,이로운 효과 제거,0,add_option_value_1,add,1,,,,,,,,,,,,,,,,,,
20201301,202013,hero,드래그 스킬,88,4,44,1,불 허리케인,허리케인,4,,,,,,,,,,,,,,,,,,,,,
20201302,202013,hero,드래그 스킬,88,4,44,2,불 허리케인,허리케인,4,power_rate,add,11,,,,,,,,,,,,,,,,,,
20201303,202013,hero,드래그 스킬,88,4,44,3,불 허리케인,허리케인,4,power_rate,add,11,,,,,,,,,,,,,,,,,,
20201304,202013,hero,드래그 스킬,88,4,44,4,불 허리케인,허리케인,4,power_rate,add,11,,,,,,,,,,,,,,,,,,
20201305,202013,hero,드래그 스킬,88,4,44,5,불 허리케인,허리케인,4,power_rate,add,11,,,,,,,,,,,,,,,,,,
20202301,202023,hero,패시브 1,,1,,1,불 허리케인,공방 증가,0,,,,,,,,,,,,,,,,,,,,,
20202302,202023,hero,패시브 1,,1,,2,불 허리케인,공방 증가,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20202303,202023,hero,패시브 1,,1,,3,불 허리케인,공방 증가,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20202304,202023,hero,패시브 1,,1,,4,불 허리케인,공방 증가,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20202305,202023,hero,패시브 1,,1,,5,불 허리케인,공방 증가,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20203301,202033,hero,패시브 2,,1,,1,불 허리케인,태풍의 눈,0,,,,,,,,,,,,,,,,,,,,,
20203302,202033,hero,패시브 2,,1,,2,불 허리케인,태풍의 눈,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20203303,202033,hero,패시브 2,,1,,3,불 허리케인,태풍의 눈,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20203304,202033,hero,패시브 2,,1,,4,불 허리케인,태풍의 눈,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20203305,202033,hero,패시브 2,,1,,5,불 허리케인,태풍의 눈,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20201401,202014,hero,드래그 스킬,88,4,44,1,빛 허리케인,허리케인,4,,,,,,,,,,,,,,,,,,,,,
20201402,202014,hero,드래그 스킬,88,4,44,2,빛 허리케인,허리케인,4,power_rate,add,11,,,,,,,,,,,,,,,,,,
20201403,202014,hero,드래그 스킬,88,4,44,3,빛 허리케인,허리케인,4,power_rate,add,11,,,,,,,,,,,,,,,,,,
20201404,202014,hero,드래그 스킬,88,4,44,4,빛 허리케인,허리케인,4,power_rate,add,11,,,,,,,,,,,,,,,,,,
20201405,202014,hero,드래그 스킬,88,4,44,5,빛 허리케인,허리케인,4,power_rate,add,11,,,,,,,,,,,,,,,,,,
20202401,202024,hero,패시브 1,,1,,1,빛 허리케인,공격 속도 증가,0,,,,,,,,,,,,,,,,,,,,,
20202402,202024,hero,패시브 1,,1,,2,빛 허리케인,공격 속도 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20202403,202024,hero,패시브 1,,1,,3,빛 허리케인,공격 속도 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20202404,202024,hero,패시브 1,,1,,4,빛 허리케인,공격 속도 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20202405,202024,hero,패시브 1,,1,,5,빛 허리케인,공격 속도 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20203401,202034,hero,패시브 2,50,3,25,1,빛 허리케인,태풍의 눈,4,,,,,,,,,,,,,,,,,,,,,
20203402,202034,hero,패시브 2,50,3,25,2,빛 허리케인,태풍의 눈,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20203403,202034,hero,패시브 2,50,3,25,3,빛 허리케인,태풍의 눈,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20203404,202034,hero,패시브 2,50,3,25,4,빛 허리케인,태풍의 눈,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20203405,202034,hero,패시브 2,50,3,25,5,빛 허리케인,태풍의 눈,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20211201,202112,hero,드래그 스킬,350,1,175,1,물 가루다,화염 충돌,4,,,,,,,,,,,,,,,,,,,,,
20211202,202112,hero,드래그 스킬,350,1,175,2,물 가루다,화염 충돌,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20211203,202112,hero,드래그 스킬,350,1,175,3,물 가루다,화염 충돌,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20211204,202112,hero,드래그 스킬,350,1,175,4,물 가루다,화염 충돌,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20211205,202112,hero,드래그 스킬,350,1,175,5,물 가루다,화염 충돌,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20212201,202122,hero,패시브 1,,1,,1,물 가루다,치명확률 증가,0,,,,,,,,,,,,,,,,,,,,,
20212202,202122,hero,패시브 1,,1,,2,물 가루다,치명확률 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20212203,202122,hero,패시브 1,,1,,3,물 가루다,치명확률 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20212204,202122,hero,패시브 1,,1,,4,물 가루다,치명확률 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20212205,202122,hero,패시브 1,,1,,5,물 가루다,치명확률 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20213201,202132,hero,패시브 2,,1,,1,물 가루다,타오르는 갑옷,0,,,,,,,,,,,,,,,,,,,,,
20213202,202132,hero,패시브 2,,1,,2,물 가루다,타오르는 갑옷,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20213203,202132,hero,패시브 2,,1,,3,물 가루다,타오르는 갑옷,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20213204,202132,hero,패시브 2,,1,,4,물 가루다,타오르는 갑옷,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20213205,202132,hero,패시브 2,,1,,5,물 가루다,타오르는 갑옷,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20211301,202113,hero,드래그 스킬,350,1,175,1,불 가루다,화염 충돌,4,,,,,,,,,,,,,,,,,,,,,
20211302,202113,hero,드래그 스킬,350,1,175,2,불 가루다,화염 충돌,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20211303,202113,hero,드래그 스킬,350,1,175,3,불 가루다,화염 충돌,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20211304,202113,hero,드래그 스킬,350,1,175,4,불 가루다,화염 충돌,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20211305,202113,hero,드래그 스킬,350,1,175,5,불 가루다,화염 충돌,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20212301,202123,hero,패시브 1,30,3,15,1,불 가루다,타오르는 갑옷,4,,,,,,,,,,,,,,,,,,,,,
20212302,202123,hero,패시브 1,30,3,15,2,불 가루다,타오르는 갑옷,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20212303,202123,hero,패시브 1,30,3,15,3,불 가루다,타오르는 갑옷,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20212304,202123,hero,패시브 1,30,3,15,4,불 가루다,타오르는 갑옷,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20212305,202123,hero,패시브 1,30,3,15,5,불 가루다,타오르는 갑옷,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20213301,202133,hero,패시브 2,,1,,1,불 가루다,방어 증가,0,,,,,,,,,,,,,,,,,,,,,
20213302,202133,hero,패시브 2,,1,,2,불 가루다,방어 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20213303,202133,hero,패시브 2,,1,,3,불 가루다,방어 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20213304,202133,hero,패시브 2,,1,,4,불 가루다,방어 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20213305,202133,hero,패시브 2,,1,,5,불 가루다,방어 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20211401,202114,hero,드래그 스킬,350,1,175,1,빛 가루다,화염 충돌,4,,,,,,,,,,,,,,,,,,,,,
20211402,202114,hero,드래그 스킬,350,1,175,2,빛 가루다,화염 충돌,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20211403,202114,hero,드래그 스킬,350,1,175,3,빛 가루다,화염 충돌,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20211404,202114,hero,드래그 스킬,350,1,175,4,빛 가루다,화염 충돌,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20211405,202114,hero,드래그 스킬,350,1,175,5,빛 가루다,화염 충돌,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20212401,202124,hero,패시브 1,,1,,1,빛 가루다,반사,0,,,,,,,,,,,,,,,,,,,,,
20212402,202124,hero,패시브 1,,1,,2,빛 가루다,반사,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20212403,202124,hero,패시브 1,,1,,3,빛 가루다,반사,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20212404,202124,hero,패시브 1,,1,,4,빛 가루다,반사,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20212405,202124,hero,패시브 1,,1,,5,빛 가루다,반사,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20213401,202134,hero,패시브 2,,1,,1,빛 가루다,공격 증가,0,,,,,,,,,,,,,,,,,,,,,
20213402,202134,hero,패시브 2,,1,,2,빛 가루다,공격 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20213403,202134,hero,패시브 2,,1,,3,빛 가루다,공격 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20213404,202134,hero,패시브 2,,1,,4,빛 가루다,공격 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20213405,202134,hero,패시브 2,,1,,5,빛 가루다,공격 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20211501,202115,hero,드래그 스킬,350,1,175,1,어둠 가루다,화염 충돌,4,,,,,,,,,,,,,,,,,,,,,
20211502,202115,hero,드래그 스킬,350,1,175,2,어둠 가루다,화염 충돌,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20211503,202115,hero,드래그 스킬,350,1,175,3,어둠 가루다,화염 충돌,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20211504,202115,hero,드래그 스킬,350,1,175,4,어둠 가루다,화염 충돌,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20211505,202115,hero,드래그 스킬,350,1,175,5,어둠 가루다,화염 충돌,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20212501,202125,hero,패시브 1,30,3,15,1,어둠 가루다,타오르는 갑옷,4,,,,,,,,,,,,,,,,,,,,,
20212502,202125,hero,패시브 1,30,3,15,2,어둠 가루다,타오르는 갑옷,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20212503,202125,hero,패시브 1,30,3,15,3,어둠 가루다,타오르는 갑옷,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20212504,202125,hero,패시브 1,30,3,15,4,어둠 가루다,타오르는 갑옷,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20212505,202125,hero,패시브 1,30,3,15,5,어둠 가루다,타오르는 갑옷,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20213501,202135,hero,패시브 2,,1,,1,어둠 가루다,방어 증가,0,,,,,,,,,,,,,,,,,,,,,
20213502,202135,hero,패시브 2,,1,,2,어둠 가루다,방어 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20213503,202135,hero,패시브 2,,1,,3,어둠 가루다,방어 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20213504,202135,hero,패시브 2,,1,,4,어둠 가루다,방어 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20213505,202135,hero,패시브 2,,1,,5,어둠 가루다,방어 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20241101,202411,hero,드래그 스킬,350,1,175,1,땅 파이거,버스트 클로,4,,,,,,,,,,,,,,,,,,,,,
20241102,202411,hero,드래그 스킬,350,1,175,2,땅 파이거,버스트 클로,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20241103,202411,hero,드래그 스킬,350,1,175,3,땅 파이거,버스트 클로,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20241104,202411,hero,드래그 스킬,350,1,175,4,땅 파이거,버스트 클로,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20241105,202411,hero,드래그 스킬,350,1,175,5,땅 파이거,버스트 클로,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20242101,202421,hero,패시브 1,20,2,10,1,땅 파이거,맹호광살포,4,,,,,,,,,,,,,,,,,,,,,
20242102,202421,hero,패시브 1,20,2,10,2,땅 파이거,맹호광살포,4,power_rate,add,3,,,,,,,,,,,,,,,,,,
20242103,202421,hero,패시브 1,20,2,10,3,땅 파이거,맹호광살포,4,power_rate,add,3,,,,,,,,,,,,,,,,,,
20242104,202421,hero,패시브 1,20,2,10,4,땅 파이거,맹호광살포,4,power_rate,add,3,,,,,,,,,,,,,,,,,,
20242105,202421,hero,패시브 1,20,2,10,5,땅 파이거,맹호광살포,4,power_rate,add,3,,,,,,,,,,,,,,,,,,
20243101,202431,hero,패시브 2,,1,,1,땅 파이거,맹공,0,,,,,,,,,,,,,,,,,,,,,
20243102,202431,hero,패시브 2,,1,,2,땅 파이거,맹공,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20243103,202431,hero,패시브 2,,1,,3,땅 파이거,맹공,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20243104,202431,hero,패시브 2,,1,,4,땅 파이거,맹공,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20243105,202431,hero,패시브 2,,1,,5,땅 파이거,맹공,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20241201,202412,hero,드래그 스킬,350,1,175,1,물 파이거,포이즌 클로,4,,,,,,,,,,,,,,,,,,,,,
20241202,202412,hero,드래그 스킬,350,1,175,2,물 파이거,포이즌 클로,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20241203,202412,hero,드래그 스킬,350,1,175,3,물 파이거,포이즌 클로,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20241204,202412,hero,드래그 스킬,350,1,175,4,물 파이거,포이즌 클로,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20241205,202412,hero,드래그 스킬,350,1,175,5,물 파이거,포이즌 클로,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20242201,202422,hero,패시브 1,100,2,50,1,물 파이거,맹호광살포,4,,,,,,,,,,,,,,,,,,,,,
20242202,202422,hero,패시브 1,100,2,50,2,물 파이거,맹호광살포,4,power_rate,add,13,,,,,,,,,,,,,,,,,,
20242203,202422,hero,패시브 1,100,2,50,3,물 파이거,맹호광살포,4,power_rate,add,13,,,,,,,,,,,,,,,,,,
20242204,202422,hero,패시브 1,100,2,50,4,물 파이거,맹호광살포,4,power_rate,add,13,,,,,,,,,,,,,,,,,,
20242205,202422,hero,패시브 1,100,2,50,5,물 파이거,맹호광살포,4,power_rate,add,13,,,,,,,,,,,,,,,,,,
20243201,202432,hero,패시브 2,,1,,1,물 파이거,맹공,0,,,,,,,,,,,,,,,,,,,,,
20243202,202432,hero,패시브 2,,1,,2,물 파이거,맹공,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20243203,202432,hero,패시브 2,,1,,3,물 파이거,맹공,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20243204,202432,hero,패시브 2,,1,,4,물 파이거,맹공,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20243205,202432,hero,패시브 2,,1,,5,물 파이거,맹공,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20241301,202413,hero,드래그 스킬,350,1,175,1,불 파이거,파이어 클로,4,,,,,,,,,,,,,,,,,,,,,
20241302,202413,hero,드래그 스킬,350,1,175,2,불 파이거,파이어 클로,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20241303,202413,hero,드래그 스킬,350,1,175,3,불 파이거,파이어 클로,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20241304,202413,hero,드래그 스킬,350,1,175,4,불 파이거,파이어 클로,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20241305,202413,hero,드래그 스킬,350,1,175,5,불 파이거,파이어 클로,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20242301,202423,hero,패시브 1,50,2,25,1,불 파이거,맹호광살포,4,,,,,,,,,,,,,,,,,,,,,
20242302,202423,hero,패시브 1,50,2,25,2,불 파이거,맹호광살포,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20242303,202423,hero,패시브 1,50,2,25,3,불 파이거,맹호광살포,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20242304,202423,hero,패시브 1,50,2,25,4,불 파이거,맹호광살포,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20242305,202423,hero,패시브 1,50,2,25,5,불 파이거,맹호광살포,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20243301,202433,hero,패시브 2,,1,,1,불 파이거,맹공,0,,,,,,,,,,,,,,,,,,,,,
20243302,202433,hero,패시브 2,,1,,2,불 파이거,맹공,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20243303,202433,hero,패시브 2,,1,,3,불 파이거,맹공,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20243304,202433,hero,패시브 2,,1,,4,불 파이거,맹공,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20243305,202433,hero,패시브 2,,1,,5,불 파이거,맹공,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20241401,202414,hero,드래그 스킬,350,1,175,1,빛 파이거,라이트 클로,4,,,,,,,,,,,,,,,,,,,,,
20241402,202414,hero,드래그 스킬,350,1,175,2,빛 파이거,라이트 클로,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20241403,202414,hero,드래그 스킬,350,1,175,3,빛 파이거,라이트 클로,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20241404,202414,hero,드래그 스킬,350,1,175,4,빛 파이거,라이트 클로,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20241405,202414,hero,드래그 스킬,350,1,175,5,빛 파이거,라이트 클로,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20242401,202424,hero,패시브 1,50,2,25,1,빛 파이거,맹호광살포,4,,,,,,,,,,,,,,,,,,,,,
20242402,202424,hero,패시브 1,50,2,25,2,빛 파이거,맹호광살포,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20242403,202424,hero,패시브 1,50,2,25,3,빛 파이거,맹호광살포,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20242404,202424,hero,패시브 1,50,2,25,4,빛 파이거,맹호광살포,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20242405,202424,hero,패시브 1,50,2,25,5,빛 파이거,맹호광살포,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20243401,202434,hero,패시브 2,,1,,1,빛 파이거,맹공,0,,,,,,,,,,,,,,,,,,,,,
20243402,202434,hero,패시브 2,,1,,2,빛 파이거,맹공,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20243403,202434,hero,패시브 2,,1,,3,빛 파이거,맹공,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20243404,202434,hero,패시브 2,,1,,4,빛 파이거,맹공,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20243405,202434,hero,패시브 2,,1,,5,빛 파이거,맹공,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20271101,202711,rare,드래그 스킬,325,1,163,1,땅 붐버,익스플로전,4,,,,,,,,,,,,,,,,,,,,,
20271102,202711,rare,드래그 스킬,325,1,163,2,땅 붐버,익스플로전,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20271103,202711,rare,드래그 스킬,325,1,163,3,땅 붐버,익스플로전,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20271104,202711,rare,드래그 스킬,325,1,163,4,땅 붐버,익스플로전,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20271105,202711,rare,드래그 스킬,325,1,163,5,땅 붐버,익스플로전,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20272101,202721,rare,패시브 1,50,1,25,1,땅 붐버,폭탄받아라,4,,,,,,,,,,,,,,,,,,,,,
20272102,202721,rare,패시브 1,50,1,25,2,땅 붐버,폭탄받아라,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20272103,202721,rare,패시브 1,50,1,25,3,땅 붐버,폭탄받아라,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20272104,202721,rare,패시브 1,50,1,25,4,땅 붐버,폭탄받아라,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20272105,202721,rare,패시브 1,50,1,25,5,땅 붐버,폭탄받아라,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20273101,202731,rare,패시브 2,217,1,109,1,땅 붐버,자폭,4,,,,,,,,,,,,,,,,,,,,,
20273102,202731,rare,패시브 2,217,1,109,2,땅 붐버,자폭,4,power_rate,add,27,,,,,,,,,,,,,,,,,,
20273103,202731,rare,패시브 2,217,1,109,3,땅 붐버,자폭,4,power_rate,add,27,,,,,,,,,,,,,,,,,,
20273104,202731,rare,패시브 2,217,1,109,4,땅 붐버,자폭,4,power_rate,add,27,,,,,,,,,,,,,,,,,,
20273105,202731,rare,패시브 2,217,1,109,5,땅 붐버,자폭,4,power_rate,add,27,,,,,,,,,,,,,,,,,,
20271201,202712,rare,드래그 스킬,325,1,163,1,물 붐버,익스플로전,4,,,,,,,,,,,,,,,,,,,,,
20271202,202712,rare,드래그 스킬,325,1,163,2,물 붐버,익스플로전,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20271203,202712,rare,드래그 스킬,325,1,163,3,물 붐버,익스플로전,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20271204,202712,rare,드래그 스킬,325,1,163,4,물 붐버,익스플로전,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20271205,202712,rare,드래그 스킬,325,1,163,5,물 붐버,익스플로전,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
