stage,monster_id,attr,t_desc,recomm_power,snro_start,snro_wave_2,snro_wave_3,snro_finish,r_level,r_power
1500080,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500081,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500082,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500083,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500084,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500085,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500086,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500087,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500088,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500089,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500090,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500091,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500092,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500093,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500094,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500095,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500096,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500097,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500098,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500099,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500100,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500101,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500102,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500103,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500104,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500105,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500106,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500107,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500108,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500109,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500110,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500111,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500112,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500113,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500114,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500115,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500116,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500117,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500118,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500119,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500120,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500121,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500122,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500123,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500124,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500125,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500126,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500127,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500128,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500129,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500130,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500131,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500132,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500133,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500134,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500135,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500136,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500137,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500138,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500139,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500140,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500141,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500142,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500143,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500144,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500145,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500146,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500147,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500148,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500149,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500150,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500151,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500152,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500153,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500154,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500155,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500156,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500157,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500158,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500159,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500160,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500161,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500162,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500163,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500164,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500165,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500166,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500167,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500168,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500169,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500170,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500171,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500172,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500173,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500174,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500175,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500176,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500177,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500178,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500179,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500180,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500181,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500182,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500183,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500184,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500185,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500186,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500187,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500188,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500189,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500190,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500191,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500192,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500193,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500194,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500195,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500196,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500197,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500198,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500199,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500200,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500201,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500202,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500203,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500204,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500205,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500206,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500207,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500208,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500209,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500210,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500211,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500212,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500213,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500214,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500215,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500216,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500217,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500218,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500219,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500220,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500221,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500222,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500223,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500224,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500225,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500226,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500227,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500228,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500229,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500230,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500231,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500232,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500233,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500234,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500235,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500236,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500237,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500238,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500239,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500240,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500241,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500242,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500243,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500244,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500245,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500246,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500247,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500248,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500249,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500250,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500251,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500252,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500253,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500254,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500255,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500256,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500257,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500258,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500259,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500260,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500261,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500262,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500263,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500264,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500265,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500266,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500267,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500268,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500269,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500270,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
